"Alpha","Lambda","Mean_MAE","SD_MAE","Mean_RMSE","SD_RMSE","Mean_R2","SD_R2"
0,38.7759892770118,116.273557841994,5.92348030716795,137.712297130573,4.96550399164109,0.284020236063098,0.0707389174415492
0,34.5088093533919,116.301615984392,5.94162688368051,137.727487253245,4.95717613463264,0.283812516384419,0.071458454503467
0,43.5708264812431,116.267126673447,5.9160686157842,137.734991871948,4.96984531535715,0.283833844575901,0.070044676416442
0,30.7112196282441,116.337707526837,5.96663492087152,137.772112297666,4.94661085551062,0.28330290302089,0.0721410555938053
0,48.9585683216614,116.276976132039,5.90727448430766,137.797528135016,4.96959237143202,0.283238557579847,0.0692946492503791
0,27.3315431255683,116.38359143104,5.98467640866807,137.843827646143,4.93495683595892,0.282511101348117,0.0728485196536993
0,55.0125303025558,116.308048161267,5.90427196238231,137.903847683814,4.96489714090549,0.282193305757996,0.0684815255443469
0,24.3237897637187,116.45417240459,5.99159442009104,137.939492202325,4.92378031038683,0.28146673158053,0.0736182446296331
0,21.6470305299413,116.535416645052,5.99931604489835,138.056300869447,4.91485863065831,0.280195923976073,0.074486693684214
0,61.8150937422454,116.367183547788,5.8915509462597,138.061304364481,4.95356117776674,0.280623764295751,0.0675556764119747
0,19.2648405251046,116.625423227598,6.00800198429636,138.197455733469,4.91090104579984,0.278652973008421,0.075619285817908
0,69.4588268045008,116.437019159375,5.88122888294262,138.273521015118,4.93669548094873,0.278489943196113,0.0665209712476487
0,17.1448032996662,116.723777281344,6.00662895481918,138.352776173551,4.91350245617722,0.276953888608681,0.076867473543471
0,15.2580697359626,116.82422136813,6.0091876052102,138.523229594578,4.92526893385805,0.275081157195493,0.0783264591197364
0,78.0477441508835,116.558115250969,5.83480466081299,138.545192540231,4.91469555410081,0.275740738595541,0.0653659824802293
0,13.5789654741639,116.94483734056,6.01515780303728,138.715885408965,4.95172317056037,0.272943124268763,0.0802318992313306
0,87.6987223551414,116.711246893751,5.76241796808034,138.880608071428,4.88824920505005,0.272327882558744,0.0640816483242912
0,12.0846415398102,117.09298046203,6.02238319632577,138.919434862392,4.99249796442086,0.270672910074036,0.0823579829759224
0,10.7547634187279,117.246822754792,6.04041944557776,139.135671059918,5.05260892376181,0.268242452464315,0.0848201854456366
0,98.5430903403902,116.884992305423,5.67614515401482,139.282811830076,4.85880769236847,0.26821445993363,0.0626650721787993
0,9.57123434830684,117.408492620312,6.07124960595534,139.375505988413,5.14268090919219,0.265512754307848,0.0879299917275117
0,110.728416481486,117.087124753567,5.57993111011098,139.754184114842,4.82781665769635,0.263369003610945,0.0611136674296444
0,124.420516691185,117.310822067938,5.47472435136763,140.295706438754,4.7971859224159,0.257773132327054,0.0594289783789157
0,139.805710815793,117.56330612939,5.39846946558107,140.906807994005,4.7690785161441,0.251423424277393,0.0576158558565688
0,157.093358044976,117.946222937699,5.22499518693015,141.585273979782,4.74578743374943,0.244332785393221,0.0556822174538193
0,176.518705837153,118.385794254208,5.02769160875677,142.327203243553,4.72958662972943,0.236531443125688,0.053638831155486
0,198.346091128197,118.83755033791,4.85360614355656,143.127061083135,4.72256449490307,0.228067053333713,0.0514990115223019
0,222.872537384956,119.299743339024,4.71487334523604,143.977827626725,4.72645855374253,0.219003856016181,0.0492782313355291
0,250.431796451709,119.778260275274,4.59443711288592,144.871232584645,4.74251362804891,0.209420902809262,0.0469936603321689
0,281.398890190334,120.26374027784,4.48121019522185,145.798026697061,4.7713349347143,0.199409807927407,0.0446635361217463
0,316.195213716086,120.756819503239,4.4064995423406,146.748470183647,4.81306510504518,0.189070025878016,0.0423070799232405
0,355.294269672978,121.239744652189,4.34924240730352,147.712465318234,4.86705742108042,0.178507719382175,0.0399432720322394
0,399.228111579834,121.709094819431,4.30925357918363,148.680087979147,4.93221413309188,0.167830151855565,0.0375907608483409
0,448.594583927009,122.183654552146,4.32110929894092,149.641861298171,5.00703466972448,0.157142600166441,0.0352672974372525
0,504.065457545829,122.67447284807,4.34246780679779,150.589029179753,5.08975422086217,0.146545084444334,0.0329893286676062
0,566.395570955507,123.141662757722,4.36763349007818,151.513768557313,5.17848005128675,0.136129611795036,0.0307716868563897
0,636.433102081484,123.596275704315,4.40729754197444,152.409330423887,5.27132005989863,0.125978108742664,0.0286272860622635
0,715.131110121055,124.028234083408,4.45127821243889,153.270123869696,5.36647105365272,0.116160925303278,0.0265670679291682
0,803.560504616077,124.432651248898,4.49610744002701,154.091731961186,5.46229457651638,0.106736111650865,0.0245998743654787
0,902.924618213772,124.813042701518,4.53978855132065,154.870881125995,5.55735898057686,0.097749252062785,0.0227324720014231
0,1014.57558141935,125.170256814608,4.58247730929624,155.60537015635,5.65046000923608,0.0892338236968487,0.0209696291872828
0,1140.03272216542,125.500805419399,4.62314882126474,156.293970766558,5.74062355226639,0.0812119622818265,0.0193142460130992
0,1281.00324057642,125.806037474626,4.66166677443664,156.936310300953,5.82709556103889,0.0736955209514043,0.0177675239077137
0,1439.40544026699,126.086609102653,4.69976055534479,157.532745880005,5.90932356641358,0.066687313999024,0.0163291615630911
0,1617.39483230184,126.344804106878,4.73697922806338,158.084237597388,5.98693342567883,0.0601824499277472,0.0149975648758448
0,1817.39346703557,126.582989436017,4.77249866926587,158.592226594251,6.05970406212156,0.0541696747759915,0.0137700600994408
0,2042.12289297532,126.799927046724,4.80558239891241,159.058522125097,6.12754217448392,0.0486326647409923,0.0126431012515669
0,2294.64119116496,126.997149805907,4.83631028860688,159.485200212047,6.19045823703929,0.0435512246506639,0.0116124648304047
0,2578.3845890486,127.176005262958,4.86489144047964,159.874515222961,6.24854459548741,0.0389023645566108,0.0106734268993942
0,2897.21422008824,127.337726750452,4.8910939038136,160.228824721933,6.30195607855874,0.0346612399225767,0.00982091947891243
0,3255.4686654324,127.483744547096,4.91508034135739,160.550527215834,6.35089327016732,0.0308019513109446,0.00904966485123824
0,3658.02299261441,127.615449072208,4.93707254799742,160.842011927223,6.39558840017312,0.0272982072008601,0.00835428779388158
0,4110.3550946691,127.734010098109,4.95705038948604,161.105619422861,6.43629369284829,0.0241238588869185,0.00772940688445808
0,4618.62023239971,127.840724116399,4.97518106906779,161.343611777129,6.47327194348656,0.021253319694482,0.00716970686328222
0,5189.73479415388,127.936637983218,4.99159372830815,161.558150912166,6.50678906102504,0.018661882425311,0.00666999460115904
0,5831.4704128981,128.022883061743,5.00645052029092,161.751283797895,6.53710830689912,0.0163259494160727,0.0062252415058373
0,6552.55972132006,128.100202773686,5.01984104968988,161.924933287655,6.56448596910828,0.0142231892065446,0.00583061522120694
0,7362.81518405712,128.169466568695,5.03189292309482,162.080893487089,6.58916822930068,0.0123326328683737,0.00548150324837293
0,8273.26262410027,128.231470276787,5.0427263389043,162.220828689288,6.61138900500204,0.0106347217714678,0.00517353068590476
0,9296.29126037878,128.286940014323,5.05245363343423,162.346275046365,6.63136857570226,0.00911131713813249,0.00490257371212041
0,10445.8222982125,128.336536423379,5.06117910934087,162.458644279064,6.64931282819748,0.00774568027961444,0.00466476980396885
0,11737.4983667829,128.380859079059,5.06899907588735,162.559228847028,6.6654129819768,0.00652243100955277,0.0044565251057067
0,13188.8963814564,128.420450936252,5.07600204404623,162.649208110465,6.67984567872451,0.00542749043585093,0.00427451891762454
0,14819.766727556,128.455802718407,5.08226903090432,162.729655108283,6.6927733407696,0.00444801317463019,0.00411570502967395
0,16652.3020203549,128.48735717661,5.08787393746609,162.801543658368,6.70434472142629,0.00357231301816705,0.00397730958881758
0,18711.439098532,128.515513168177,5.09288397192482,162.865755553493,6.71469558568466,0.00278978522238433,0.00385682532661449
0,21025.1983605694,128.540629520752,5.09736009699502,162.923087682412,6.72394947279914,0.00209082785054753,0.00375200221650888
0,23625.0650617232,128.563067857223,5.10136586953957,162.974258951468,6.73221850321092,0.00146676400605217,0.00366083489998304
0,26546.4177601956,128.583074561855,5.1049419089895,163.019916918846,6.73960420118939,0.000909766294300063,0.00358154745038922
0,29829.0097427323,128.600909149977,5.10813314984208,163.060644082828,6.74619831184459,0.000412784456877469,0.0035125761913614
0,33517.5099808067,128.616804565931,5.11098013644559,163.096963788485,6.75208359699764,-3.05231965439301e-05,0.00345255134309505
0,37662.110978632,128.630969369665,5.1135193229151,163.129345734008,6.75733459959524,-0.000425854169120865,0.00340027821308336
0,42319.2117844982,128.643590161995,5.11578344235999,163.158211069317,6.76201836482215,-0.000778321750443944,0.00335471865410916
0,47552.1854597398,128.654833804022,5.11780186457042,163.183937106441,6.76619512935137,-0.00109251070573981,0.00331497309733008
0,53432.2414489247,128.664849421416,5.11960091112796,163.206861622569,6.76991894618478,-0.00137252836965687,0.00328026390896303
0,60039.394586257,128.673770229618,5.12120415523843,163.227286808632,6.77323827890645,-0.00162205170408054,0.00324991986147493
0,67463.5539242722,128.681715181488,5.12263269339894,163.245482859489,6.77619654231458,-0.00184437022207173,0.00322336217577954
0,75805.7462014279,128.688790455089,5.12390539375113,163.261691236416,6.77883259971641,-0.00204242510121722,0.00320009203058958
0,85179.4905973343,128.69509079449,5.12503912207051,163.276127623384,6.78118121737357,-0.00221884471074829,0.00317967952844412
0,95712.3434830683,128.700700716344,5.12604894679958,163.288984600138,6.78327347847183,-0.00237597680231896,0.0031617540361747
